age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,marital_unknown,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_unknown,default_yes,housing_unknown,housing_yes,loan_unknown,loan_yes,contact_telephone,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent,poutcome_success,prob_yes,expected_profit
58,272,4,6,1,-1.1,94.199,-37.5,0.878,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9508899177761798,937.2899177761798
37,314,1,5,2,-1.7,94.215,-40.3,0.881,4991.6,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.9529561654113138,937.2561654113138
79,594,1,3,1,-3.4,92.649,-30.1,0.715,5017.5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.9668940062807336,937.1940062807336
30,293,1,9,1,-1.7,94.027,-38.3,0.9,4991.6,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9516963540263601,937.0463540263602
77,160,1,3,6,-1.7,94.027,-38.3,0.905,4991.6,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9450303163985614,937.0303163985614
20,202,2,12,1,-1.8,93.876,-40.0,0.697,5008.7,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.9471145913951309,937.0145913951309
33,623,1,6,1,-1.8,93.749,-34.6,0.654,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9680238981988347,936.8738981988347
47,392,2,6,1,-1.7,94.215,-40.3,0.846,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.9564551418984736,936.8551418984736
39,187,1,3,5,-1.7,94.055,-39.8,0.72,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.9461749900191956,936.8249900191955
38,450,3,6,2,-1.8,93.369,-34.8,0.652,5008.7,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9591788164168946,936.6788164168946
32,404,1,6,3,-1.1,94.199,-37.5,0.884,4963.6,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9565369606515141,936.336960651514
30,343,1,4,2,-3.0,92.713,-33.0,0.715,5023.5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9533255231937998,936.1755231937998
49,251,2,3,1,-1.1,94.601,-49.5,0.972,4963.6,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.9486939838955298,936.1439838955299
40,367,2,3,2,-1.7,94.215,-40.3,0.896,4991.6,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.9544783094341361,936.1283094341361
31,426,1,6,2,-1.7,94.215,-40.3,0.899,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.9573363463358799,936.03634633588
31,336,2,6,1,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.95277306086236,935.9730608623601
35,330,1,10,1,-1.8,93.749,-34.6,0.644,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9524624941298946,935.9624941298946
24,452,1,14,1,-1.7,94.215,-40.3,0.827,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.9583970918971004,935.7970918971004
34,260,3,3,2,-3.4,92.379,-29.8,0.773,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.948585249999603,935.585249999603
33,274,2,12,2,-1.7,94.055,-39.8,0.767,4991.6,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.9492258213449359,935.5258213449359
23,290,1,3,1,-1.8,93.369,-34.8,0.649,5008.7,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.9499511076120182,935.4511076120182
31,608,3,6,2,-1.7,94.215,-40.3,0.885,4991.6,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.9656615688279063,935.2615688279063
52,404,2,9,1,-1.8,93.876,-40.0,0.684,5008.7,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9554603995346252,935.2603995346252
46,396,1,13,2,-1.7,94.215,-40.3,0.797,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.9549608812583439,935.1608812583439
34,238,1,6,2,-1.7,94.055,-39.8,0.704,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.9469771006049502,935.0771006049503
19,313,1,5,2,-1.8,93.369,-34.8,0.655,5008.7,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.950651358178791,935.001358178791
35,275,1,6,2,-1.7,94.215,-40.3,0.889,4991.6,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.9484984495716329,934.7484495716328
39,552,1,3,2,-1.8,93.876,-40.0,0.668,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.9623469122397773,934.7469122397773
34,190,1,3,4,-1.7,94.055,-39.8,0.715,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.9442422650711246,934.7422650711246
54,252,2,6,2,-1.1,94.601,-49.5,0.985,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9472103284412191,934.610328441219
83,667,2,3,1,-1.7,94.215,-40.3,0.797,4991.6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.9679434223765739,934.5934223765739
82,279,3,3,2,-1.1,94.199,-37.5,0.877,4963.6,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.9485228419836783,934.5728419836782
48,268,1,3,3,-1.8,93.876,-40.0,0.668,5008.7,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.947946437194086,934.546437194086
29,192,2,3,4,-1.7,94.055,-39.8,0.715,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.9441259326625068,934.5259326625068
34,294,4,10,3,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.9491977880632266,934.4977880632266
18,253,2,6,1,-1.7,94.027,-38.3,0.9,4991.6,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9469382892758952,934.2882892758952
29,210,1,3,1,-3.4,92.649,-30.1,0.714,5017.5,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9446490697620151,934.1490697620151
37,609,2,7,3,-1.7,94.215,-40.3,0.782,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.9645844326539363,934.1344326539363
19,161,2,6,4,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9421014138331704,934.0514138331704
27,317,1,12,1,-1.8,93.749,-34.6,0.638,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9498779438991136,934.0279438991136
51,303,1,10,1,-1.7,94.055,-39.8,0.702,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.9491614783242728,934.0114783242728
37,150,3,5,5,-1.1,94.601,-49.5,1.025,4963.6,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.9414264320169251,933.9264320169251
70,252,1,3,1,-1.7,94.055,-39.8,0.732,4991.6,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.9464652723572162,933.8652723572162
37,453,1,6,2,-1.1,94.601,-49.5,1.025,4963.6,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.9564670615361152,933.8170615361151
59,614,1,6,2,-1.7,94.055,-39.8,0.72,4991.6,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.9645007752348043,933.8007752348042
30,255,2,3,1,-1.7,94.215,-40.3,0.797,4991.6,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.9465435839314552,933.7935839314553
30,212,1,3,2,-1.7,94.215,-40.3,0.797,4991.6,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.9443697666615715,933.7697666615715
23,409,2,3,2,-1.1,94.199,-37.5,0.878,4963.6,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9541883594119975,933.7383594119975
69,840,1,6,2,-1.1,94.199,-37.5,0.886,4963.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9756236002648994,933.6236002648993
78,212,1,13,2,-1.7,94.215,-40.3,0.87,4991.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.9441216987980254,933.5216987980255
29,247,1,6,1,-1.7,94.215,-40.3,0.84,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.9458621677890663,933.5121677890662
60,529,2,6,1,-1.1,94.199,-37.5,0.884,4963.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9599512003562287,933.5012003562287
41,845,1,7,3,-1.1,94.199,-37.5,0.886,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9757059309998564,933.4559309998564
42,179,1,6,1,-3.0,92.713,-33.0,0.715,5023.5,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9421604278007583,933.2104278007582
23,316,1,8,2,-1.1,94.199,-37.5,0.876,4963.6,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9486658424010638,932.8658424010638
28,250,2,6,1,-1.7,94.215,-40.3,0.827,4991.6,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.9451970901343195,932.6970901343195
57,473,1,3,5,-1.1,94.199,-37.5,0.877,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.9561821212891964,932.5321212891964
29,226,2,6,1,-1.7,94.055,-39.8,0.704,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.9437329257993767,932.4329257993768
31,309,1,6,3,-1.7,94.215,-40.3,0.835,4991.6,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.9477578853828235,932.3078853828234
28,339,3,6,2,-1.7,94.055,-39.8,0.729,4991.6,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.9490466798329084,932.0966798329083
56,133,1,3,1,-3.4,92.431,-26.9,0.733,5017.5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.9385510249856174,931.9010249856174
52,613,1,3,2,-1.8,93.876,-40.0,0.677,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9620129233697476,931.3629233697477
30,253,1,9,2,-1.1,94.601,-49.5,1.032,4963.6,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.9438946054599235,931.2446054599236
33,241,1,3,1,-3.4,92.649,-30.1,0.715,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.9431992112756884,931.1492112756885
67,341,2,13,1,-1.7,94.027,-38.3,0.898,4991.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.9481167381542974,931.0667381542975
48,172,3,3,6,-1.7,94.027,-38.3,0.904,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9396588614944733,931.0588614944733
27,305,3,10,1,-3.0,92.713,-33.0,0.708,5023.5,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9462419696455796,930.9919696455796
44,192,3,6,1,-3.4,92.431,-26.9,0.735,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9404307001626786,930.8307001626786
62,318,1,4,3,-1.1,94.601,-49.5,1.037,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.9467097439312149,930.8097439312149
29,600,2,3,3,-1.1,94.199,-37.5,0.88,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.9604938438347095,930.4938438347095
48,360,1,6,1,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9484399488210137,930.4399488210137
27,390,1,4,1,-1.8,93.749,-34.6,0.635,5008.7,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.949908452971842,930.408452971842
35,293,1,14,1,-1.7,94.055,-39.8,0.72,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.9450464127487362,930.3964127487362
63,261,1,6,1,-1.7,94.215,-40.3,0.846,4991.6,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.943366285774286,930.3162857742861
52,139,2,6,1,-1.7,94.215,-40.3,0.893,4991.6,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.9367692165251286,929.8192165251285
53,413,1,6,2,-1.7,94.215,-40.3,0.84,4991.6,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.9504156527058522,929.7656527058522
86,211,1,7,4,-1.1,94.199,-37.5,0.877,4963.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.940178736708345,929.628736708345
38,284,3,22,1,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9436941092718324,929.4941092718324
76,352,1,3,1,-1.7,94.055,-39.8,0.761,4991.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.9470508029479192,929.4508029479192
61,195,1,7,1,-3.4,92.649,-30.1,0.715,5017.5,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.9390870071244636,929.3370071244635
51,236,3,3,1,-1.1,94.601,-49.5,0.965,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.9411350319161065,929.3350319161066
59,198,1,6,1,-1.7,94.027,-38.3,0.9,4991.6,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9392143064627676,929.3143064627676
29,319,1,5,2,-1.1,94.601,-49.5,0.972,4963.6,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.9452363694469419,929.2863694469419
34,161,1,5,1,-1.7,94.055,-39.8,0.704,4991.6,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.9370769123567373,929.0269123567373
44,662,2,2,1,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9619768476274287,928.8768476274287
22,171,2,3,2,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.9374004168367035,928.8504168367035
76,324,3,4,2,-3.0,92.713,-33.0,0.712,5023.5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9445294426974236,928.3294426974235
37,96,2,4,3,-1.7,94.215,-40.3,0.79,4991.6,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.9331123561122842,928.3123561122842
49,253,3,15,1,-1.7,94.215,-40.3,0.87,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.940454533807008,927.804533807008
28,472,1,3,5,-1.8,93.876,-40.0,0.69,5008.7,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9513728171841629,927.7728171841628
34,206,1,6,2,-1.1,94.767,-50.8,1.046,4963.6,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.9377087005248533,927.4087005248534
41,187,1,6,1,-1.8,93.369,-34.8,0.635,5008.7,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.9365570013035133,927.2070013035133
76,330,2,4,2,-3.0,92.713,-33.0,0.712,5023.5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9435276571052489,927.0276571052489
49,236,4,3,1,-1.8,93.369,-34.8,0.635,5008.7,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9387314464413316,926.9314464413316
28,957,1,6,1,-1.7,94.215,-40.3,0.846,4991.6,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.9747700323261084,926.9200323261083
26,309,3,7,1,-3.4,92.649,-30.1,0.715,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.9422202705630986,926.7702705630986
29,227,3,3,2,-3.4,92.649,-30.1,0.714,5017.5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.9380602290795615,926.7102290795615
36,422,1,3,4,-1.7,94.055,-39.8,0.72,4991.6,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.9477880621564697,926.6880621564696
32,467,2,6,1,-3.4,92.431,-26.9,0.735,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9500254399437802,926.6754399437801
